353449991465993_1071832219627763,#愛與鐵血2.0(37)孩子是父母心目中最大的驕傲，所以我們更要以身作則...#保大迅雷中隊,20170410,6843,308,151

353449991465993_1068004860010499,"愛與鐵血2.0(36)毒害一生，至死方休...#反毒拒毒全民一起來
#仁武分局大社所",20170406,5887,240,160

353449991465993_1065148493629469,"穿上警察制服後,肩負著人民保母的責任
你有多久沒有像個孩子單純的笑過？
變成大人以後,面對著不同的角色壓力
你有多久沒有像個孩子任性撒嬌過？在兒童節的前夕
我們守護的不只是兒童的安全與笑容
更希望曾經也是孩子的你我
找回那份純真的笑容與快樂
祝所有的孩子和在你心裡的天真
👲兒童節快樂👶",20170403,1675,14,19

353449991465993_1063486267129025,"反毒是陳菊市長近期重要的施政目標，高雄市政府更與高雄地檢署、橋頭地檢署一同成立「反毒基金」。
而瞭解青少年如何成為吸毒的高風險群，杜絕這些危機，更是從根防治的作為。讓我們看見在懸崖邊緣掙扎的年輕朋友，拉他們一把。https://goo.gl/vneQfR",20170331,1365,67,23

353449991465993_1062718093872509,"愛與鐵血2.0(35)2017「警察魂」永不放棄，全球首映…#影片要設高畫質才過癮...
#幕後花絮精彩壓軸
#KCPD 高雄市政府警察局X LITE Studio - 萊特映像X 台灣摩猴跑酷團隊",20170330,15502,3860,978

353449991465993_1061296587347993,愛與鐵血2.0(34)警察執法，是為了守護您#鼓山分局龍華所,20170328,8990,248,209

353449991465993_1057801764364142,"#愛與鐵血2.0(33)2017警匪電影《警察魂》
上映日期，由你決定!!#導演說分享每增加1千就提早1個月放，你還在等什麼!!
#肩負使命，永不放棄",20170323,12114,1558,287

353449991465993_1053173034827015,"#愛與鐵血2.0(32)警察能力再好，也無法解決所有的社會問題，
但我們總是站在第一線勇於面對.....#警察不是鋼鐵人也會疲憊也會累
#給警察多一點肯定鼓勵，你的支持就是最強的後盾
#鳳山分局新甲所",20170317,20010,2309,1766

353449991465993_1051747484969570,"#愛與鐵血2.0(31)一段毒犯與警察的對話，超展開...#警界好鼻師
#三民二分局陽明所",20170315,8549,497,382

353449991465993_1047145048763147,"#愛與鐵血2.0(30)目無法紀,無路可逃#保大特勤",20170309,12599,1007,897

353449991465993_1045613628916289,"#愛與鐵血2.0(29)生命不能重來，每一個都是獨特且無可取代...#多想幾分鐘，你可以不必這麼做
#多愛自己一點，生命中有許多美好值得追尋
#三民二分局",20170307,6746,492,271

